Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Differences,Amount Differences,month,month_name
2006101013808,2006-10-03 00:00:00,2006-09-21 00:00:00,SAN,San Diego International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop; Video Recordings (blank & commercial),1200.0,Denied,0.0,Deny,12.0,1200.0,9.0,September
2007061126701,2007-06-07 00:00:00,2007-04-16 00:00:00,JFK,John F. Kennedy International,American Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,1726.99,Denied,0.0,Deny,52.0,1726.99,4.0,April
2009111765441,2009-12-11 00:00:00,2009-10-28 10:13:00,DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Decorations - Christmas; Birthday; etc.; Medicines; Other,1280.0,Denied,0.0,Deny,43.0,1280.0,10.0,October
2009051958919,2009-05-04 00:00:00,2009-04-13 00:00:00,BOS,Boston (Logan) International Airport,Jet Blue,Passenger Property Loss,Checkpoint,Jewelry - Fine,2950.0,Denied,0.0,Deny,21.0,2950.0,4.0,April
2009031056027,2009-02-13 00:00:00,2008-12-11 00:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,Cameras - Digital; Jewelry - Fine,1225.47,Denied,0.0,Deny,64.0,1225.47,12.0,December
2007082931110,2007-08-27 00:00:00,2007-07-07 00:00:00,ANC,Ted Stevens Anchorage International Airport,UAL,Property Damage,Checked Baggage,Computer - Laptop,1500.0,Denied,0.0,Deny,51.0,1500.0,7.0,July
2009071061080,2009-07-02 00:00:00,2009-06-22 00:00:00,FLL,Ft. Lauderdale-Hollywood International,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),1300.0,Denied,0.0,Deny,10.0,1300.0,6.0,June
2008030540473,2008-02-25 00:00:00,2007-12-22 00:00:00,OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Jewelry - Costume; MP3 Players-(iPods; etc),975.73,Denied,0.0,Deny,65.0,975.73,12.0,December
2009071061070,2009-07-02 00:00:00,2009-06-27 00:00:00,HNL,Honolulu International Airport,UAL,Property Damage,Checked Baggage,Professional Equipment,1250.0,Denied,0.0,Deny,5.0,1250.0,6.0,June
0625248M,2003-06-25 00:00:00,2003-05-28 00:00:00,LAX,Los Angeles International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,1571.08,Denied,0.0,Deny,28.0,1571.08,5.0,May
2008080547988,2008-07-30 00:00:00,2008-07-29 00:00:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Costume; Jewelry - Fine,2500.0,Denied,0.0,Deny,1.0,2500.0,7.0,July
2005062787405,2005-06-17 00:00:00,2005-05-17 00:00:00,MCO,Orlando International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,2200.0,Denied,0.0,Deny,31.0,2200.0,5.0,May
2006072509985,2006-07-13 00:00:00,2006-05-06 00:00:00,SMF,Sacramento International Airport,Southwest Airlines,Property Damage,Checked Baggage,Dishes; Pottery; Glassware; Plasticware; Jewelry - Fine; Paintings and Pictures (including frames; etchings; photos; etc),1515.0,Denied,0.0,Deny,68.0,1515.0,5.0,May
2007101933697,2007-10-15 00:00:00,2007-07-17 00:00:00,MKE,General Mitchell International Airport,Midwest Express Airlines,Property Damage,Checked Baggage,Clocks - Expensive ($75.00 or more),1500.0,Denied,0.0,Deny,90.0,1500.0,7.0,July
2006040504063,2006-03-27 00:00:00,2006-03-18 00:00:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,1144.61,Denied,0.0,Deny,9.0,1144.61,3.0,March
2006122117652,2006-12-14 00:00:00,2006-11-23 00:00:00,PDX,Portland International,Northwest Airlines,Property Damage,Checked Baggage,Computer - Laptop,1944.0,Denied,0.0,Deny,21.0,1944.0,11.0,November
2006051106056,2006-05-02 00:00:00,2006-04-19 00:00:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Cameras - Digital,1255.35,Settled,313.84,Settle,13.0,941.51,4.0,April
2008030440389,2008-02-25 00:00:00,2008-02-16 00:00:00,SJU,Luis Munoz Marin International,American Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,1500.0,Denied,0.0,Deny,9.0,1500.0,2.0,February
2009080562272,2009-08-04 00:00:00,2009-07-12 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Clothing - Shoes; belts; accessories; etc.; Other; Toys (game systems; cartridges; radio controlled cars; etc.),3500.0,Denied,0.0,Deny,23.0,3500.0,7.0,July
2008123153954,2008-12-22 00:00:00,2008-12-07 00:00:00,CLT,Charlotte/Douglas International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,3300.0,Denied,0.0,Deny,15.0,3300.0,12.0,December
2008100950988,2008-10-06 00:00:00,2008-09-16 00:00:00,OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checkpoint,Jewelry - Fine,1250.0,Denied,0.0,Deny,20.0,1250.0,9.0,September
2007052925960,2007-05-25 00:00:00,2007-03-23 00:00:00,IAD,Washington Dulles International,UAL,Passenger Property Loss,Checkpoint,Jewelry - Fine,9900.0,Denied,0.0,Deny,63.0,9900.0,3.0,March
2005100694220,2005-10-03 00:00:00,2005-09-22 00:00:00,TUL,Tulsa International Airport,Continental Airlines,Property Damage,Checked Baggage,Computer - Laptop,2800.0,Denied,0.0,Deny,11.0,2800.0,9.0,September
2007061226803,2007-06-08 00:00:00,2007-06-01 00:00:00,MCO,Orlando International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,4553.7,Denied,0.0,Deny,7.0,4553.7,6.0,June
2007041223848,2007-04-09 00:00:00,2006-09-22 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Northwest Airlines,Personal Injury,Checkpoint,Other,27000.0,Denied,0.0,Deny,199.0,27000.0,9.0,September
2008030740617,2008-02-28 00:00:00,2008-02-02 00:00:00,PHL,Philadelphia International Airport,USAir,Passenger Property Loss,Checked Baggage,Jewelry - Costume; Jewelry - Fine,2273.0,Denied,0.0,Deny,26.0,2273.0,2.0,February
2008060945380,2008-06-04 00:00:00,2008-04-28 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Passenger Property Loss,Checkpoint,Other,1619.25,Settled,180.0,Settle,37.0,1439.25,4.0,April
2008081348480,2008-08-11 00:00:00,2008-08-04 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,3050.0,Denied,0.0,Deny,7.0,3050.0,8.0,August
2009092964105,2009-09-28 00:00:00,2009-09-22 00:00:00,PDX,Portland International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Professional Equipment,2203.85,Denied,0.0,Deny,6.0,2203.85,9.0,September
2004122169884,2004-11-09 00:00:00,2004-09-04 00:00:00,TSA,TSA - Non-Specified Airport,USAir,Property Damage,Checked Baggage,Computer - Laptop,7500.0,Denied,0.0,Deny,66.0,7500.0,9.0,September
2007090431316,2007-08-30 00:00:00,2007-05-26 00:00:00,LAX,Los Angeles International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses); Jewelry - Costume; Jewelry - Fine; MP3 Players-(iPods; etc),1013.02,Denied,0.0,Deny,96.0,1013.02,5.0,May
2008081848709,2008-08-13 00:00:00,2008-08-10 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Jewelry - Fine; Watches - Expensive more than $100,995.0,Denied,0.0,Deny,3.0,995.0,8.0,August
2008041842938,2008-04-11 00:00:00,2008-04-03 00:00:00,LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,1864.88,Denied,0.0,Deny,8.0,1864.88,4.0,April
2008081248432,2008-08-07 00:00:00,2008-05-10 00:00:00,CMH,Port Columbus International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Currency,1100.0,Denied,0.0,Deny,89.0,1100.0,5.0,May
2005042983624,2005-04-28 00:00:00,2005-04-20 00:00:00,MSY,New Orleans International,UAL,Property Damage,Checkpoint,Computer - Laptop,1900.0,Settled,150.0,Settle,8.0,1750.0,4.0,April
2007090531337,2007-08-22 00:00:00,2007-07-30 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Computer - Laptop,1789.05,Denied,0.0,Deny,23.0,1789.05,7.0,July
2005053185552,2005-05-24 00:00:00,2005-05-10 00:00:00,LEX,Blue Grass ;Lexington,USAir,Property Damage,Checkpoint,Computer - Laptop,3279.65,Settled,1200.0,Settle,14.0,2079.65,5.0,May
2007031522346,2007-03-12 00:00:00,2007-02-07 00:00:00,LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital; Other,1625.0,Denied,0.0,Deny,33.0,1625.0,2.0,February
2006031503110,2006-03-09 00:00:00,2006-01-12 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Sun Country Airlines Inc,Passenger Property Loss,Checked Baggage,Jewelry - Fine,2750.0,Denied,0.0,Deny,56.0,2750.0,1.0,January
2008062646241,2008-06-24 00:00:00,2008-05-25 00:00:00,SYR,Syracuse-Hancock International,UAL,Passenger Property Loss,Checked Baggage,Jewelry - Fine,1000.0,Denied,0.0,Deny,30.0,1000.0,5.0,May
2005120596916,2005-11-21 00:00:00,2005-10-03 00:00:00,DEN,Denver International Airport,ATA Aerocondor,Passenger Property Loss,Checked Baggage,Computer - Laptop,1432.09,Denied,0.0,Deny,49.0,1432.09,10.0,October
2005041982830,2005-04-18 00:00:00,2005-01-29 00:00:00,TPA,Tampa International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,3378.0,Denied,0.0,Deny,79.0,3378.0,1.0,January
0223320M,2004-02-23 00:00:00,2004-02-10 00:00:00,PIT,Pittsburgh International Airport,USAir,Property Damage,Checkpoint,Computer - Laptop,3000.0,Denied,0.0,Deny,13.0,3000.0,2.0,February
1105081M,2003-11-05 00:00:00,2003-09-26 00:00:00,SJC,Norman Y Mineta San Jose International,Mexicana,Passenger Property Loss,Other,Jewelry - Fine,1200.0,Denied,0.0,Deny,40.0,1200.0,9.0,September
2006060607462,2006-06-02 00:00:00,2006-05-12 00:00:00,RDU,Raleigh-Durham International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Computer - Laptop,1399.97,Settled,346.88,Settle,21.0,1053.0900000000001,5.0,May
2009100864464,2009-10-07 00:00:00,2009-09-07 00:00:00,BUR,Bob Hope,Jet Blue,Property Damage,Checked Baggage,Musical Instruments - Other - Over $250,4000.0,Denied,0.0,Deny,30.0,4000.0,9.0,September
2006012600430,2006-01-23 00:00:00,2006-01-09 00:00:00,LAX,Los Angeles International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,1334.0,Denied,0.0,Deny,14.0,1334.0,1.0,January
2008051544348,2008-05-06 00:00:00,2007-01-11 00:00:00,SAN,San Diego International,American Airlines,Property Damage,Checked Baggage,Dishes; Pottery; Glassware; Plasticware,4000.0,Denied,0.0,Deny,481.0,4000.0,1.0,January
2007080629629,2007-08-01 00:00:00,2007-07-26 00:00:00,JFK,John F. Kennedy International,Jet Blue,Property Damage,Checked Baggage,Computer - Laptop,2500.0,Denied,0.0,Deny,6.0,2500.0,7.0,July
2004062156705,2004-05-27 00:00:00,2004-04-25 00:00:00,PHL,Philadelphia International Airport,USAir,Passenger Property Loss,Checked Baggage,Cameras - Digital,1801.3,Settled,461.88,Settle,32.0,1339.42,4.0,April
2008041542564,2008-04-07 00:00:00,2008-03-24 00:00:00,DCA,Ronald Reagan Washington National Airport,Midwest Express Airlines,Property Damage,Checkpoint,Computer - Laptop,1500.0,Settled,235.44,Settle,14.0,1264.56,3.0,March
0625135M,2003-06-25 00:00:00,2003-06-17 00:00:00,BNA,Nashville International,UAL,Passenger Property Loss,Checked Baggage,Computer - Laptop,2877.79,Denied,0.0,Deny,8.0,2877.79,6.0,June
2006070709138,2006-06-28 00:00:00,2006-04-27 00:00:00,LAX,Los Angeles International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Jewelry - Fine,8500.0,Denied,0.0,Deny,62.0,8500.0,4.0,April
2008080548019,2008-07-30 00:00:00,2008-06-28 00:00:00,OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checkpoint,Jewelry - Fine,2356.61,Denied,0.0,Deny,32.0,2356.61,6.0,June
2009010554051,2008-12-29 00:00:00,2008-12-23 00:00:00,BHM,Birmingham International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Toys (game systems; cartridges; radio controlled cars; etc.),874.93,Denied,0.0,Deny,6.0,874.93,12.0,December
0529010L,2003-05-29 00:00:00,2003-05-11 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital,1431.0,Denied,0.0,Deny,18.0,1431.0,5.0,May
2006072009825,2006-07-11 00:00:00,2006-06-20 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Property Damage,Checked Baggage,Other,1000.0,Denied,0.0,Deny,21.0,1000.0,6.0,June
2006010598871,2005-12-28 00:00:00,2005-12-22 00:00:00,SNA,John Wayne,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,1346.88,Denied,0.0,Deny,6.0,1346.88,12.0,December
2006092012949,2006-09-19 00:00:00,2006-09-01 00:00:00,SAN,San Diego International,Continental Airlines,Property Damage,Checked Baggage,Musical Instruments - Other - Over $250,5000.0,Denied,0.0,Deny,18.0,5000.0,9.0,September
2006012700486,2006-01-23 00:00:00,2006-01-08 00:00:00,LAS,McCarran International,UAL,Passenger Property Loss,Checked Baggage,Computer - Laptop,2580.03,Denied,0.0,Deny,15.0,2580.03,1.0,January
2009041157295,2009-03-20 00:00:00,2008-12-17 00:00:00,PBI,Palm Beach International,Jet Blue,Passenger Property Loss,Checked Baggage,Other,1413.0,Denied,0.0,Deny,93.0,1413.0,12.0,December
2006083011804,2006-08-25 00:00:00,2006-08-21 00:00:00,SIT,Sitka 'Rocky Guitierrez',Alaska Airlines,Passenger Property Loss,Checked Baggage,Bags - Fabric; plastic; etc. (not purses); Cameras - Digital; Video Recordings (blank & commercial),1300.0,Denied,0.0,Deny,4.0,1300.0,8.0,August
2004071259084,2004-06-22 00:00:00,2004-05-18 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,5760.0,Denied,0.0,Deny,35.0,5760.0,5.0,May
2008040842124,2008-04-01 00:00:00,2008-03-20 00:00:00,TPA,Tampa International,Continental Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,2204.0,Denied,0.0,Deny,12.0,2204.0,3.0,March
2006092513167,2006-09-21 00:00:00,2006-09-07 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,1822.15,Settled,454.81,Settle,14.0,1367.3400000000001,9.0,September
2006122117639,2006-12-19 00:00:00,2006-12-14 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Computer - Laptop,2500.0,Denied,0.0,Deny,5.0,2500.0,12.0,December
2006042405146,2006-04-11 00:00:00,2006-01-15 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,1250.0,Denied,0.0,Deny,86.0,1250.0,1.0,January
2006041404592,2006-04-04 00:00:00,2006-03-24 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Computer - Laptop,1847.0,Denied,0.0,Deny,11.0,1847.0,3.0,March
2004090362113,2004-08-05 00:00:00,2004-07-01 00:00:00,PHL,Philadelphia International Airport,American Airlines,Passenger Property Loss,Checkpoint,Jewelry - Fine,3617.0,Settled,846.3,Settle,35.0,2770.7,7.0,July
2007052225769,2007-05-18 00:00:00,2007-04-20 00:00:00,STT,Cyril E. King International,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Costume; Jewelry - Fine,5605.0,Denied,0.0,Deny,28.0,5605.0,4.0,April
2005012774499,2005-01-07 00:00:00,2004-12-27 00:00:00,LAS,McCarran International,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,2876.0,Denied,0.0,Deny,11.0,2876.0,12.0,December
2008031441034,2008-03-05 00:00:00,2008-01-27 00:00:00,COS,Colorado Springs Municipal,Allegiant Air,Passenger Property Loss,Checkpoint,Jewelry - Fine,6000.0,Denied,0.0,Deny,38.0,6000.0,1.0,January
2009061860373,2009-06-16 00:00:00,2009-03-08 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Bags - Fabric; plastic; etc. (not purses); Jewelry - Fine,3633.75,Settled,1525.0,Settle,100.0,2108.75,3.0,March
2006032303604,2006-03-20 00:00:00,2006-02-19 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,11284.0,Denied,0.0,Deny,29.0,11284.0,2.0,February
2008013038811,2008-01-24 00:00:00,2007-12-18 00:00:00,RNO,Reno/Tahoe International,Southwest Airlines,Passenger Property Loss,Checkpoint,Computer - Laptop,1930.2,Denied,0.0,Deny,37.0,1930.2,12.0,December
2007081330154,2007-08-13 00:00:00,2007-08-03 00:00:00,ORD,Chicago O'Hare International Airport,USAir,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Currency,1500.0,Denied,0.0,Deny,10.0,1500.0,8.0,August
2005063087829,2005-06-24 00:00:00,2004-10-23 00:00:00,JFK,John F. Kennedy International,Aer Lingus,Property Damage,Checkpoint,Computer - Laptop,2241.04,Denied,0.0,Deny,244.0,2241.04,10.0,October
2008071446857,2008-07-08 00:00:00,2008-04-07 00:00:00,RDM,Roberts Field,Alaska Airlines,Property Damage,Checked Baggage,Computer - Laptop,2000.0,Settled,1087.0,Settle,92.0,913.0,4.0,April
0715169M,2003-07-15 00:00:00,2003-06-30 00:00:00,PHL,Philadelphia International Airport,USAir,Passenger Property Loss,Checked Baggage,Locks,1110.0,Denied,0.0,Deny,15.0,1110.0,6.0,June
2008110351678,2008-10-24 00:00:00,2008-10-20 00:00:00,PHL,Philadelphia International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Currency,1340.0,Denied,0.0,Deny,4.0,1340.0,10.0,October
2005063087830,2005-06-21 00:00:00,2005-06-06 00:00:00,LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Computer - Laptop,2848.71,Settled,1074.11,Settle,15.0,1774.6000000000001,6.0,June
2008091549904,2008-09-08 00:00:00,2008-08-11 00:00:00,MSP,Minneapolis/ St.Paul International Airport,KLM Royal Dutch Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,1530.13,Denied,0.0,Deny,28.0,1530.13,8.0,August
2006051606367,2006-05-11 00:00:00,2006-04-28 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Jewelry - Fine,2000.0,Settled,1000.0,Settle,13.0,1000.0,4.0,April
2006121917404,2006-12-11 00:00:00,2006-09-27 00:00:00,IAD,Washington Dulles International,UAL,Passenger Property Loss,Checked Baggage,Jewelry - Costume,3990.0,Denied,0.0,Deny,75.0,3990.0,9.0,September
2009091863818,2009-09-17 00:00:00,2009-09-08 00:00:00,MIA,Miami International Airport,TAM airlines,Personal Injury,Checkpoint,Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),10070.0,Denied,0.0,Deny,9.0,10070.0,9.0,September
2008082949270,2008-11-18 00:00:00,2008-07-01 00:00:00,IND,Indianapolis International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Computer - Laptop,1799.0,Denied,0.0,Deny,140.0,1799.0,7.0,July
2008100950945,2008-10-02 00:00:00,2008-09-01 00:00:00,F,Foreign airport,Jet Blue,Passenger Property Loss,Checked Baggage,Audio - CD's; Cameras - Digital,861.8,Denied,0.0,Deny,31.0,861.8,9.0,September
2006050105556,2006-04-27 00:00:00,2006-03-31 00:00:00,PDX,Portland International,UAL,Passenger Property Loss,Checked Baggage,Jewelry - Fine,1000.0,Denied,0.0,Deny,27.0,1000.0,3.0,March
2007102233760,2007-10-17 00:00:00,2007-10-11 00:00:00,LAS,McCarran International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Computer - Laptop; Other,2164.0,Denied,0.0,Deny,6.0,2164.0,10.0,October
0203411M,2004-02-03 00:00:00,2003-12-14 00:00:00,RSW,Southwest Florida International,Delta Air Lines,Property Damage,Checkpoint,Computer - Laptop,1249.43,Denied,0.0,Deny,51.0,1249.43,12.0,December
2007031222111,2007-03-08 00:00:00,2007-01-05 00:00:00,IAD,Washington Dulles International,South African Airways,Property Damage,Checked Baggage,Locks; Other,914.0,Denied,0.0,Deny,62.0,914.0,1.0,January
2009121066414,2009-12-07 00:00:00,2009-10-24 12:15:00,LAX,Los Angeles International Airport,China Eastern Airlines,Passenger Property Loss,Checkpoint,Computer - Laptop,894.55,Denied,0.0,Deny,43.0,894.55,10.0,October
2006051606439,2006-05-12 00:00:00,2006-05-01 00:00:00,STT,Cyril E. King International,Cape Air,Passenger Property Loss,Checked Baggage,Cameras - Digital; Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,1100.0,Denied,0.0,Deny,11.0,1100.0,5.0,May
2004060354500,2004-04-21 00:00:00,2004-03-29 00:00:00,LAX,Los Angeles International Airport,Spirit Airlines,Passenger Property Loss,Checked Baggage,Other,1200.0,Denied,0.0,Deny,23.0,1200.0,3.0,March
2007062127366,2007-06-20 00:00:00,2007-05-26 00:00:00,TPA,Tampa International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine; Watches - Expensive more than $100,11200.0,Denied,0.0,Deny,25.0,11200.0,5.0,May
2004120168239,2004-10-15 00:00:00,2004-09-14 00:00:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,2500.0,Settled,1008.0,Settle,31.0,1492.0,9.0,September
2005102595179,2005-10-18 00:00:00,2005-10-02 00:00:00,TPA,Tampa International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,3289.71,Settled,334.21,Settle,16.0,2955.5,10.0,October
2006121417076,2006-12-07 00:00:00,2006-12-04 00:00:00,FNT,Bishop International; Flint,AirTran Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,899.99,Denied,0.0,Deny,3.0,899.99,12.0,December
2004060254237,2004-04-21 00:00:00,2004-03-03 00:00:00,BNA,Nashville International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,892.0,Denied,0.0,Deny,49.0,892.0,3.0,March
2004092763972,2004-08-10 00:00:00,2004-04-07 00:00:00,PNS,Pensacola Regional,Delta Air Lines,Passenger Property Loss,Checkpoint,Jewelry - Fine,5410.0,Settled,535.0,Settle,125.0,4875.0,4.0,April
2006041804679,2006-04-06 00:00:00,2006-04-01 00:00:00,BOS,Boston (Logan) International Airport,UAL,Passenger Property Loss,Checked Baggage,Computer - Laptop,2044.87,Denied,0.0,Deny,5.0,2044.87,4.0,April
2008052344770,2008-07-14 00:00:00,2008-04-12 00:00:00,STX,Henry E. Rohlsen,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Luggage (all types including footlockers),1906.0,Denied,0.0,Deny,93.0,1906.0,4.0,April
2005082691581,2005-08-23 00:00:00,2005-02-01 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Property Damage,Checkpoint,Computer - Laptop,1029.66,Denied,0.0,Deny,203.0,1029.66,2.0,February
2004102165431,2004-09-17 00:00:00,2004-08-28 00:00:00,IAD,Washington Dulles International,Frontier Airlines,Property Damage,Checked Baggage,Other,1374.61,Denied,0.0,Deny,20.0,1374.61,8.0,August
0114519M,2004-01-14 00:00:00,2004-01-04 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,1025.0,Denied,0.0,Deny,10.0,1025.0,1.0,January
2008012238303,2007-02-01 00:00:00,2007-08-17 00:00:00,PHX,Phoenix Sky Harbor International,Continental Airlines,Passenger Property Loss,Checkpoint,Jewelry - Costume,2500.0,Settled,500.0,Settle,-197.0,2000.0,8.0,August
2006010698953,2005-12-28 00:00:00,2005-12-20 00:00:00,BOS,Boston (Logan) International Airport,Lufthansa,Passenger Property Loss,Checkpoint,Computer - Laptop,2000.0,Denied,0.0,Deny,8.0,2000.0,12.0,December
2009021355544,2009-02-03 00:00:00,2008-12-30 00:00:00,HNL,Honolulu International Airport,UAL,Property Damage,Checkpoint,Computer - Laptop,2200.0,Settled,745.19,Settle,35.0,1454.81,12.0,December
2006091412528,2006-09-08 00:00:00,2006-07-13 00:00:00,SEA,Seattle-Tacoma International,Delta Air Lines,Property Damage,Checkpoint,Computer - Laptop,1200.0,Denied,0.0,Deny,57.0,1200.0,7.0,July
2007083131217,2007-08-28 00:00:00,2007-08-26 00:00:00,MIA,Miami International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,1000.0,Denied,0.0,Deny,2.0,1000.0,8.0,August
2005111796193,2005-11-03 00:00:00,2005-10-23 00:00:00,RDU,Raleigh-Durham International,UAL,Passenger Property Loss,Checked Baggage,Computer - Laptop,1109.6,Settled,218.65,Settle,11.0,890.9499999999999,10.0,October
0313025L,2003-03-13 00:00:00,2003-01-13 00:00:00,BUF,Buffalo Niagara International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,1195.0,Denied,0.0,Deny,59.0,1195.0,1.0,January
2005032579843,2005-03-09 00:00:00,2005-02-28 00:00:00,TUS,Tucson International,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,955.81,Denied,0.0,Deny,9.0,955.81,2.0,February
2004091062613,2004-08-10 00:00:00,2004-07-09 00:00:00,SMF,Sacramento International Airport,Southwest Airlines,Passenger Theft,Checked Baggage,Other,1440.0,Denied,0.0,Deny,32.0,1440.0,7.0,July
0715508M,2003-01-14 00:00:00,2002-12-19 00:00:00,MCO,Orlando International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,PDA - Personal Data Assistants,1100.0,Denied,0.0,Deny,26.0,1100.0,12.0,December
2007121136377,2008-06-06 00:00:00,2007-10-09 00:00:00,JFK,John F. Kennedy International,Jet Blue,Personal Injury,Checkpoint,Other,250000.0,Denied,0.0,Deny,241.0,250000.0,10.0,October
2006052406936,2006-05-23 00:00:00,2006-05-13 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Spirit Airlines,Passenger Property Loss,Checkpoint,Cell Phones; Currency; Eyeglasses - (including contact lenses); Handbags & Purses (leather or fabric); Jewelry - Fine,189424.0,Denied,0.0,Deny,10.0,189424.0,5.0,May
2009011554630,2009-01-08 00:00:00,2008-12-04 00:00:00,TPA,Tampa International,UAL,Property Damage,Checked Baggage,Computer - Laptop,1431.98,Denied,0.0,Deny,35.0,1431.98,12.0,December
