Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Differences,Amount Differences,month,month_name
2005072989864,2005-07-26 00:00:00,2005-07-07 00:00:00,BOI,Boise Air Terminal/Gowen Field,Delta Air Lines,Property Damage,Checkpoint,Computer - Laptop,1600.0,Denied,0.0,Deny,19.0,1600.0,7.0,July
2005082391239,2005-08-16 00:00:00,2005-07-30 00:00:00,MOB,Mobile Regional,Delta Air Lines,Passenger Property Loss,Checked Baggage,Computer - Laptop,2593.0,Settled,227.09,Settle,17.0,2365.91,7.0,July
2009082462880,2009-08-20 00:00:00,2009-08-16 00:00:00,SAN,San Diego International,Southwest Airlines,Passenger Property Loss,Checkpoint,Currency,1000.0,Denied,0.0,Deny,4.0,1000.0,8.0,August
2007102633994,2007-10-23 00:00:00,2007-10-21 00:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,Computer - Laptop,1600.0,Denied,0.0,Deny,2.0,1600.0,10.0,October
2007032923213,2007-03-27 00:00:00,2007-01-27 00:00:00,JFK,John F. Kennedy International,Aero Mexico,Passenger Property Loss,Checked Baggage,Computer - Laptop,2000.0,Denied,0.0,Deny,59.0,2000.0,1.0,January
2006050805729,2006-04-28 00:00:00,2006-04-19 00:00:00,RSW,Southwest Florida International,USAir,Property Damage,Checkpoint,Computer - Laptop,2225.98,Denied,0.0,Deny,9.0,2225.98,4.0,April
2005072189435,2005-07-21 00:00:00,2005-07-06 00:00:00,TPA,Tampa International,USAir,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,2170.0,Denied,0.0,Deny,15.0,2170.0,7.0,July
2005081590514,2005-08-03 00:00:00,2005-01-17 00:00:00,JFK,John F. Kennedy International,KLM Royal Dutch Airlines,Passenger Property Loss,Checked Baggage,Other,1456.75,Denied,0.0,Deny,198.0,1456.75,1.0,January
2005041282275,2005-04-08 00:00:00,2005-02-23 00:00:00,HNL,Honolulu International Airport,UAL,Passenger Property Loss,Checkpoint,Jewelry - Fine,954.83,Denied,0.0,Deny,44.0,954.83,2.0,February
2005072189388,2005-07-20 00:00:00,2005-06-28 00:00:00,IAD,Washington Dulles International,UAL,Passenger Property Loss,Checked Baggage,Other,7800.0,Denied,0.0,Deny,22.0,7800.0,6.0,June
2008092450348,2008-09-23 00:00:00,2008-09-20 00:00:00,GEG,Spokane International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Currency; Locks,1040.0,Denied,0.0,Deny,3.0,1040.0,9.0,September
2007022021215,2007-02-15 00:00:00,2007-01-29 00:00:00,PIT,Pittsburgh International Airport,Delta Air Lines,Employee Loss (MPCECA),Checked Baggage,Jewelry - Fine,10392.5,Denied,0.0,Deny,17.0,10392.5,1.0,January
2004051251384,2004-03-24 00:00:00,2003-09-23 00:00:00,MSY,New Orleans International,Frontier Airlines,Property Damage,Checked Baggage,Cameras - Digital,1000.0,Denied,0.0,Deny,183.0,1000.0,9.0,September
2006091212371,2006-09-07 00:00:00,2006-06-17 00:00:00,F,Foreign airport,Air France,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Jewelry - Fine; Other,5100.0,Denied,0.0,Deny,82.0,5100.0,6.0,June
2009051258536,2009-04-22 00:00:00,2009-04-17 00:00:00,LGA,LaGuardia,Jet Blue,Passenger Property Loss,Checkpoint,Watches - Expensive more than $100,21490.0,Denied,0.0,Deny,5.0,21490.0,4.0,April
2004101965205,2004-08-18 00:00:00,2004-07-29 00:00:00,RDU,Raleigh-Durham International,American Eagle,Passenger Property Loss,Checked Baggage,Computer - Laptop,1899.0,Denied,0.0,Deny,20.0,1899.0,7.0,July
2004062957738,2004-06-09 00:00:00,2004-05-15 00:00:00,SAN,San Diego International,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,1309.79,Settled,169.0,Settle,25.0,1140.79,5.0,May
2006080810566,2006-08-02 00:00:00,2006-07-09 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,885.0,Denied,0.0,Deny,24.0,885.0,7.0,July
2008013138963,2008-01-25 00:00:00,2008-01-02 00:00:00,MCO,Orlando International Airport,Spirit Airlines,Passenger Property Loss,Checkpoint,Computer - Laptop,1200.0,Denied,0.0,Deny,23.0,1200.0,1.0,January
2008120453104,2008-12-01 00:00:00,2008-08-05 00:00:00,OKC,Will Rogers World,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,15000.0,Denied,0.0,Deny,118.0,15000.0,8.0,August
2006020801214,2006-02-02 00:00:00,2005-12-11 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,5590.0,Denied,0.0,Deny,53.0,5590.0,12.0,December
2009072461740,2009-08-18 00:00:00,2009-06-21 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Computer - Laptop,1500.0,Denied,0.0,Deny,58.0,1500.0,6.0,June
2005010472715,2004-12-14 00:00:00,2004-06-30 00:00:00,MSY,New Orleans International,Delta Air Lines,Passenger Property Loss,Checkpoint,Jewelry - Fine,1411.0,Denied,0.0,Deny,167.0,1411.0,6.0,June
2005082691598,2005-08-23 00:00:00,2005-07-31 00:00:00,LGA,LaGuardia,Northwest Airlines,Passenger Property Loss,Checked Baggage,Currency,24000.0,Denied,0.0,Deny,23.0,24000.0,7.0,July
0609142L,2003-06-09 00:00:00,2003-06-01 00:00:00,OAK,Metropolitan Oakland International,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,1113.0,Denied,0.0,Deny,8.0,1113.0,6.0,June
2004092763997,2004-08-10 00:00:00,2004-07-13 00:00:00,GPT,Gulfport-Biloxi International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,1963.75,Denied,0.0,Deny,28.0,1963.75,7.0,July
2006121817351,2006-12-12 00:00:00,2006-10-01 00:00:00,SAN,San Diego International,Jet Blue,Passenger Property Loss,Checked Baggage,Jewelry - Fine,5972.86,Denied,0.0,Deny,72.0,5972.86,10.0,October
2007012919644,2007-01-24 00:00:00,2006-12-29 00:00:00,LSE,La Crosse Municipal,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Costume; Jewelry - Fine,895.0,Denied,0.0,Deny,26.0,895.0,12.0,December
2007041624011,2007-04-11 00:00:00,2007-03-25 00:00:00,CMH,Port Columbus International,Delta Air Lines,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc); Other,1134.27,Denied,0.0,Deny,17.0,1134.27,3.0,March
2007050124739,2007-04-30 00:00:00,2007-04-12 00:00:00,LGA,LaGuardia,Jet Blue,Passenger Property Loss,Checkpoint,Bags - Fabric; plastic; etc. (not purses); Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Eyeglasses - (including contact lenses); MP3 Players-(iPods; etc); Watches - Inexpensive $100 or less,2200.0,Denied,0.0,Deny,18.0,2200.0,4.0,April
2005093093599,2005-09-21 00:00:00,2005-09-04 00:00:00,LAX,Los Angeles International Airport,Hawaiian Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Computer - Laptop,2950.0,Denied,0.0,Deny,17.0,2950.0,9.0,September
2009110365068,2009-10-21 00:00:00,2009-10-18 12:38:00,LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,2200.0,Denied,0.0,Deny,2.0,2200.0,10.0,October
2009110565175,2009-11-02 00:00:00,2009-10-24 13:00:00,OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,1516.65,Denied,0.0,Deny,8.0,1516.65,10.0,October
0219352M,2004-02-19 00:00:00,2004-02-03 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.,2100.0,Denied,0.0,Deny,16.0,2100.0,2.0,February
2004122770931,2004-11-19 00:00:00,2004-11-12 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,AirTran Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,1500.0,Denied,0.0,Deny,7.0,1500.0,11.0,November
2005072189377,2005-07-21 00:00:00,2005-06-12 00:00:00,HNL,Honolulu International Airport,American Airlines,Passenger Property Loss,Checkpoint,Jewelry - Fine,2572.92,Denied,0.0,Deny,39.0,2572.92,6.0,June
2008021339571,2008-02-08 00:00:00,2008-02-02 00:00:00,TPA,Tampa International,Continental Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,874.86,Denied,0.0,Deny,6.0,874.86,2.0,February
0829037M,2003-08-29 00:00:00,2003-08-18 00:00:00,MSP,Minneapolis/ St.Paul International Airport,American Airlines,Property Damage,Checkpoint,Luggage (all types including footlockers),2000.0,Settled,20.0,Settle,11.0,1980.0,8.0,August
2007020620372,2007-02-05 00:00:00,2007-01-13 00:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,Computer - Laptop,1503.35,Settled,208.47,Settle,23.0,1294.8799999999999,1.0,January
2005051884921,2005-05-16 00:00:00,2005-04-01 00:00:00,RSW,Southwest Florida International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,937.86,Denied,0.0,Deny,45.0,937.86,4.0,April
2006062308510,2006-06-22 00:00:00,2006-06-09 00:00:00,BUF,Buffalo Niagara International,American Airlines,Passenger Property Loss,Checked Baggage,Boxes - Jewelry; Cigarette; Music; etc.; Jewelry - Fine,1000.0,Denied,0.0,Deny,13.0,1000.0,6.0,June
2006122918190,2006-12-28 00:00:00,2006-12-20 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.); Toys (game systems; cartridges; radio controlled cars; etc.),1000.0,Denied,0.0,Deny,8.0,1000.0,12.0,December
2005090692205,2005-08-30 00:00:00,2005-08-17 00:00:00,DCA,Ronald Reagan Washington National Airport,American Airlines,Property Damage,Checkpoint,Computer - Laptop,2000.0,Settled,1111.91,Settle,13.0,888.0899999999999,8.0,August
2005101794704,2005-10-12 00:00:00,2005-09-30 00:00:00,DFW,Dallas-Fort Worth International Airport,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Other,1220.55,Denied,0.0,Deny,12.0,1220.55,9.0,September
2006042505337,2006-04-24 00:00:00,2006-02-23 00:00:00,PHX,Phoenix Sky Harbor International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,1750.0,Settled,283.5,Settle,60.0,1466.5,2.0,February
2007022621479,2007-02-21 00:00:00,2005-02-28 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Spirit Airlines,Personal Injury,Checkpoint,Other,120075.0,Denied,0.0,Deny,723.0,120075.0,2.0,February
2008032741481,2008-06-05 00:00:00,2008-02-08 00:00:00,DAL,Dallas Love Field,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,1997.0,Denied,0.0,Deny,118.0,1997.0,2.0,February
2005041982801,2005-04-18 00:00:00,2005-03-26 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,2093.02,Denied,0.0,Deny,23.0,2093.02,3.0,March
2006022101812,2006-02-14 00:00:00,2006-01-29 00:00:00,LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Computer - Laptop,3790.67,Denied,0.0,Deny,16.0,3790.67,1.0,January
2007061326844,2007-06-08 00:00:00,2007-04-10 00:00:00,MKE,General Mitchell International Airport,Midwest Express Airlines,Passenger Property Loss,Checkpoint,Jewelry - Fine,1632.0,Denied,0.0,Deny,59.0,1632.0,4.0,April
2006060807581,2006-06-05 00:00:00,2006-05-22 00:00:00,ORF,Norfolk International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Watches - Expensive more than $100,1700.0,Denied,0.0,Deny,14.0,1700.0,5.0,May
2004051151205,2004-04-21 00:00:00,2004-01-24 00:00:00,LAS,McCarran International,AirTran Airlines,Property Damage,Checked Baggage,Computer - Laptop,4160.0,Denied,0.0,Deny,88.0,4160.0,1.0,January
2005080890141,2005-08-01 00:00:00,2005-07-07 00:00:00,EWR,Newark International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Stereo Items & Accessories,1200.0,Denied,0.0,Deny,25.0,1200.0,7.0,July
2007060426149,2007-05-31 00:00:00,2007-05-23 00:00:00,MSN,Dane County Regional (Madison),American Airlines,Property Damage,Checked Baggage,Computer - Laptop,1425.99,Denied,0.0,Deny,8.0,1425.99,5.0,May
2009052159217,2009-05-15 00:00:00,2009-04-02 00:00:00,PHL,Philadelphia International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,9063.24,Denied,0.0,Deny,43.0,9063.24,4.0,April
2007080229493,2007-07-31 00:00:00,2007-07-24 00:00:00,SNA,John Wayne,USAir,Passenger Property Loss,Checked Baggage,Computer - Laptop,2192.0,Denied,0.0,Deny,7.0,2192.0,7.0,July
2005091992746,2005-09-09 00:00:00,2005-08-25 00:00:00,STL,Lambert St. Louis International,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,1258.0,Denied,0.0,Deny,15.0,1258.0,8.0,August
2009051858785,2009-04-30 00:00:00,2009-04-05 00:00:00,JAX,Jacksonville International,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Handbags & Purses (leather or fabric),2259.62,Denied,0.0,Deny,25.0,2259.62,4.0,April
2007121036268,2007-12-06 00:00:00,2007-08-26 00:00:00,SAV,Savannah International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,1589.31,Denied,0.0,Deny,102.0,1589.31,8.0,August
2005120196828,2005-11-17 00:00:00,2005-11-14 00:00:00,FLL,Ft. Lauderdale-Hollywood International,AirTran Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,2000.0,Denied,0.0,Deny,3.0,2000.0,11.0,November
2005100393620,2005-09-23 00:00:00,2005-09-03 00:00:00,PBI,Palm Beach International,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,3273.0,Denied,0.0,Deny,20.0,3273.0,9.0,September
2007072629114,2007-07-25 00:00:00,2007-07-20 00:00:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop; MP3 Players-(iPods; etc),4000.0,Denied,0.0,Deny,5.0,4000.0,7.0,July
0616020L,2003-06-16 00:00:00,2003-02-13 00:00:00,EGE,Eagle County Regional,American Airlines,Passenger Property Loss,Checked Baggage,Other,1488.0,Denied,0.0,Deny,123.0,1488.0,2.0,February
2004081161077,2004-07-20 00:00:00,2004-06-30 00:00:00,DCA,Ronald Reagan Washington National Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,3166.33,Settled,462.17,Settle,20.0,2704.16,6.0,June
2006101013764,2006-10-04 00:00:00,2006-05-14 00:00:00,SAT,San Antonio International,Continental Airlines,Passenger Property Loss,Checked Baggage,Firearms,26204.0,Denied,0.0,Deny,143.0,26204.0,5.0,May
2006072509989,2006-07-17 00:00:00,2006-05-19 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Eyeglasses - (including contact lenses); Pet Supplies (food/water dish; kennel; cage; leash; collar; etc.),1000.0,Denied,0.0,Deny,59.0,1000.0,5.0,May
2004080460559,2004-07-13 00:00:00,2004-06-06 00:00:00,IAD,Washington Dulles International,Virgin Atlantic,Passenger Property Loss,Checked Baggage,Computer - Laptop,1500.0,Denied,0.0,Deny,37.0,1500.0,6.0,June
2006021001322,2006-02-07 00:00:00,2005-12-25 00:00:00,EWR,Newark International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Jewelry - Fine,3355.61,Denied,0.0,Deny,44.0,3355.61,12.0,December
0520190L,2003-05-20 00:00:00,2003-04-06 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checkpoint,Computer - Laptop,1580.0,Settled,448.57,Settle,44.0,1131.43,4.0,April
2007050224863,2007-05-01 00:00:00,2007-04-25 00:00:00,SAN,San Diego International,Jet Blue,Passenger Property Loss,Checked Baggage,Computer - Laptop,1198.0,Denied,0.0,Deny,6.0,1198.0,4.0,April
2006032103482,2006-03-15 00:00:00,2006-01-11 00:00:00,LAX,Los Angeles International Airport,British Airways,Passenger Property Loss,Checked Baggage,Computer - Laptop,3244.54,Settled,547.72,Settle,63.0,2696.8199999999997,1.0,January
2007062527442,2007-06-20 00:00:00,2006-12-04 00:00:00,COS,Colorado Springs Municipal,American Airlines,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies (footballs; parachutes; etc.),1864.87,Settled,932.44,Settle,198.0,932.4299999999998,12.0,December
0415006L,2003-04-15 00:00:00,2003-03-21 00:00:00,DCA,Ronald Reagan Washington National Airport,Delta Air Lines,Property Damage,Checkpoint,Computer - Laptop,2000.0,Denied,0.0,Deny,25.0,2000.0,3.0,March
2006040403969,2006-03-23 00:00:00,2006-02-18 00:00:00,OGG,Kahului-Maui; HI,Hawaiian Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,1390.0,Denied,0.0,Deny,33.0,1390.0,2.0,February
2004122370639,2004-11-04 00:00:00,2004-09-27 00:00:00,LAX,Los Angeles International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,9840.0,Denied,0.0,Deny,38.0,9840.0,9.0,September
2007050224881,2007-04-26 00:00:00,2007-04-06 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Medicines; Watches - Expensive more than $100,6742.18,Denied,0.0,Deny,20.0,6742.18,4.0,April
2009040657180,2009-03-18 00:00:00,2009-03-14 00:00:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,5000.0,Denied,0.0,Deny,4.0,5000.0,3.0,March
2008051444231,2008-04-30 00:00:00,2008-02-28 00:00:00,MDW,Midway International Airport,Southwest Airlines,Property Damage,Checked Baggage,Computer - Laptop,1350.0,Denied,0.0,Deny,62.0,1350.0,2.0,February
2005032178984,2005-02-24 00:00:00,2005-02-16 00:00:00,DCA,Ronald Reagan Washington National Airport,USAir,Passenger Property Loss,Checked Baggage,Jewelry - Fine,3175.0,Denied,0.0,Deny,8.0,3175.0,2.0,February
2005041282318,2005-04-12 00:00:00,2005-03-15 00:00:00,DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Jewelry - Fine,1750.0,Denied,0.0,Deny,28.0,1750.0,3.0,March
2006021701708,2006-02-10 00:00:00,2006-01-22 00:00:00,LAS,McCarran International,USAir,Passenger Property Loss,Checked Baggage,Jewelry - Fine,989.98,Denied,0.0,Deny,19.0,989.98,1.0,January
2009082562932,2009-08-24 00:00:00,2009-05-07 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Jet Blue,Property Damage,Checkpoint,Computer - Laptop,2000.0,Denied,0.0,Deny,109.0,2000.0,5.0,May
2008021139361,2008-01-31 00:00:00,2008-01-18 00:00:00,MLB,Melbourne International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Computer - Laptop; Other,3000.0,Denied,0.0,Deny,13.0,3000.0,1.0,January
2007042424405,2007-04-20 00:00:00,2007-03-07 00:00:00,MIA,Miami International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Alcoholic beverages; Handbags & Purses (leather or fabric); Jewelry - Fine,6150.36,Denied,0.0,Deny,44.0,6150.36,3.0,March
2006012300158,2006-01-18 00:00:00,2006-01-17 00:00:00,EWR,Newark International Airport,British Airways,Passenger Property Loss,Checked Baggage,Jewelry - Fine,2430.21,Denied,0.0,Deny,1.0,2430.21,1.0,January
2008090549549,2008-08-30 00:00:00,2008-07-07 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checkpoint,Computer - Laptop,3500.0,Denied,0.0,Deny,54.0,3500.0,7.0,July
2005021075864,2005-01-19 00:00:00,2004-12-03 00:00:00,MDW,Midway International Airport,ATA Aerocondor,Passenger Property Loss,Checked Baggage,Jewelry - Fine,3850.0,Denied,0.0,Deny,47.0,3850.0,12.0,December
2006081511030,2006-08-14 00:00:00,2006-07-20 00:00:00,PHL,Philadelphia International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,2000.0,Denied,0.0,Deny,25.0,2000.0,7.0,July
0909265M,2003-09-09 00:00:00,2003-07-27 00:00:00,BOI,Boise Air Terminal/Gowen Field,UAL,Property Damage,Checked Baggage,Other,1500.0,Denied,0.0,Deny,44.0,1500.0,7.0,July
2008061645733,2008-06-12 00:00:00,2008-05-30 00:00:00,MSO,Missoula International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Jewelry - Fine; Sporting Equipment & Supplies (footballs; parachutes; etc.),3073.57,Denied,0.0,Deny,13.0,3073.57,5.0,May
2008082248966,2008-08-21 00:00:00,2008-07-26 00:00:00,HOU,William P. Hobby,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,1113.28,Denied,0.0,Deny,26.0,1113.28,7.0,July
2007102533939,2007-10-23 00:00:00,2007-10-20 00:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,Currency; Jewelry - Costume; Jewelry - Fine,59305.0,Denied,0.0,Deny,3.0,59305.0,10.0,October
2009032656939,2009-03-13 00:00:00,2009-03-11 00:00:00,JFK,John F. Kennedy International,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,1432.51,Denied,0.0,Deny,2.0,1432.51,3.0,March
2008040441882,2008-03-25 00:00:00,2008-03-20 00:00:00,PHL,Philadelphia International Airport,USAir,Passenger Property Loss,Checked Baggage,Computer - Laptop; Currency,2500.0,Denied,0.0,Deny,5.0,2500.0,3.0,March
2005100493900,2005-09-27 00:00:00,2005-09-06 00:00:00,F,Foreign airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,103300.0,Denied,0.0,Deny,21.0,103300.0,9.0,September
2008051444228,2008-05-08 00:00:00,2008-04-27 00:00:00,SJU,Luis Munoz Marin International,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Costume; Jewelry - Fine,3586.0,Denied,0.0,Deny,11.0,3586.0,4.0,April
2006052206765,2006-05-18 00:00:00,2006-05-04 00:00:00,CMH,Port Columbus International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry - Costume; Jewelry - Fine,2800.0,Denied,0.0,Deny,14.0,2800.0,5.0,May
2007050124792,2007-04-30 00:00:00,2007-04-09 00:00:00,JFK,John F. Kennedy International,Cathay Pacific - CX,Passenger Property Loss,Checked Baggage,Cell Phones; Other,1600.0,Denied,0.0,Deny,21.0,1600.0,4.0,April
2007040623629,2007-04-04 00:00:00,2007-03-15 00:00:00,AEX,Alexandria International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,1697.0,Denied,0.0,Deny,20.0,1697.0,3.0,March
2009031956492,2009-03-02 00:00:00,2009-01-29 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Frontier Airlines,Property Damage,Checked Baggage,Musical Instruments (pianos; organs; player pianos; & harps),999.0,Denied,0.0,Deny,32.0,999.0,1.0,January
2006062008219,2006-06-16 00:00:00,2006-04-29 00:00:00,BUR,Bob Hope,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,979.98,Denied,0.0,Deny,48.0,979.98,4.0,April
2007082730932,2007-08-27 00:00:00,2007-07-15 00:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Handbags & Purses (leather or fabric),1076.0,Denied,0.0,Deny,43.0,1076.0,7.0,July
2005062887482,2005-06-16 00:00:00,2005-04-18 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,4511.15,Denied,0.0,Deny,59.0,4511.15,4.0,April
2005082691623,2005-08-23 00:00:00,2005-07-22 00:00:00,TPA,Tampa International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,4392.0,Denied,0.0,Deny,32.0,4392.0,7.0,July
2009062960706,2009-06-23 00:00:00,2009-06-09 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,7355.49,Denied,0.0,Deny,14.0,7355.49,6.0,June
2005071589061,2005-07-13 00:00:00,2005-06-26 00:00:00,EWR,Newark International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,2500.0,Settled,417.0,Settle,17.0,2083.0,6.0,June
2009052759489,2009-05-26 00:00:00,2008-12-29 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,2000.0,Denied,0.0,Deny,148.0,2000.0,12.0,December
2007071628366,2007-07-10 00:00:00,2007-06-26 00:00:00,LAS,McCarran International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.); Cell Phones; Other,1983.55,Denied,0.0,Deny,14.0,1983.55,6.0,June
2007020119993,2007-01-29 00:00:00,2007-01-25 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Other,10956.0,Denied,0.0,Deny,4.0,10956.0,1.0,January
0129013M,2004-01-29 00:00:00,2003-12-08 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,2308.0,Denied,0.0,Deny,52.0,2308.0,12.0,December
2006012300006,2006-01-17 00:00:00,2005-11-22 00:00:00,PSC,Tri-Cities,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,5365.0,Denied,0.0,Deny,56.0,5365.0,11.0,November
2006051506356,2006-05-11 00:00:00,2006-04-06 00:00:00,LAX,Los Angeles International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,1071.8,Denied,0.0,Deny,35.0,1071.8,4.0,April
2006011199375,2006-01-06 00:00:00,2005-03-14 00:00:00,LAX,Los Angeles International Airport,Hawaiian Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,2950.0,Denied,0.0,Deny,298.0,2950.0,3.0,March
2006011799711,2006-01-10 00:00:00,2005-12-22 00:00:00,PBI,Palm Beach International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,4000.0,Denied,0.0,Deny,19.0,4000.0,12.0,December
2007020520145,2007-01-29 00:00:00,2007-01-07 00:00:00,LGA,LaGuardia,Air Canada,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Jewelry - Fine; MP3 Players-(iPods; etc),3227.0,Denied,0.0,Deny,22.0,3227.0,1.0,January
2009080562258,2009-07-30 00:00:00,2009-06-28 00:00:00,LGA,LaGuardia,AirTran Airlines,Passenger Property Loss,Checkpoint,Jewelry - Fine,1500.0,Denied,0.0,Deny,32.0,1500.0,6.0,June
